Id_hecho,Victimas,Fecha,Hora,Tipo_calle,Cruce,Direccion,Comuna,Longitud,Latitud,Tipo_victima,Tipo_acusado,Rol,Sexo,Edad,Fecha_fallecimiento
2021-0020,1,2021-02-21,15,calle,Gascon,Potosi y gascon,5,-58.42462955,-34.60727189,peaton,cargas,peaton,femenino,,2021-02-21
2021-0021,1,2021-02-26,5,calle,24 de noviembre,"Yrigoyen, hipolito y 24 de noviembre",3,-58.41168345,-34.61185625,moto,objeto fijo,conductor,masculino,39.0,2021-03-04
2021-0022,1,2021-02-28,12,avenida,Roosevelt franklin d.,Del libertador av. y roosevelt franklin d.,13,-58.45157681,-34.55217303,pasajeros,,pasajero_acompañante,masculino,68.0,2021-03-06
2021-0023,1,2021-03-01,9,autopista,,"Au buenos aires la plata  km 4,5",4,,,moto,cargas,conductor,masculino,24.0,2021-03-01
2021-0024,1,2021-03-03,16,avenida,Piedra buena av.,"Peron, eva av. y piedra buena av.",9,-58.49573651,-34.67006054,bicicleta,cargas,ciclista,masculino,5.0,2021-03-03
2021-0025,1,2021-03-11,3,gral paz,Autopista dellepiane luis tte. gral.,"Paz, gral. av. y autopista dellepiane luis tte. gral.",8,-58.48695354,-34.68795245,moto,otro,conductor,masculino,37.0,2021-03-11
2021-0026,1,2021-03-15,2,autopista,,"Autopista 1 sur presidente arturo frondizi y quinquela martin, benito",4,-58.37562539,-34.64449357,moto,objeto fijo,conductor,masculino,36.0,2021-03-15
2021-0027,1,2021-03-16,15,gral paz,Donado,"Paz, gral. av. y donado",12,-58.49491054,-34.54795581,moto,cargas,conductor,femenino,19.0,2021-03-16
2021-0028,1,2021-03-29,17,avenida,"Torres y tenorio, pres.","Corea av. y torres y tenorio, pres.",7,-58.44147621,-34.64357704,peaton,pasajeros,peaton,masculino,,2021-03-29
2021-0029,1,2021-03-31,18,avenida,San pedrito av.,"Falcon, ramon l.,cnel. y san pedrito av.",7,-58.46899119,-34.63215432,auto,auto,conductor,masculino,26.0,2021-04-02
2021-0030,1,2021-04-03,18,calle,,Finochietto enrique dr. 1623,4,-58.38685612,-34.63455776,peaton,pasajeros,peaton,masculino,36.0,2021-04-07
2021-0031,1,2021-04-07,10,avenida,Independencia av.,9 de julio av. e independencia av.,1,-58.38113667,-34.61765323,peaton,cargas,peaton,femenino,68.0,2021-04-11
2021-0032,1,2021-04-10,19,autopista,"Guiraldes, int.","Cantilo, int. y guiraldes, int.",13,-58.44112678,-34.54538956,peaton,moto,peaton,masculino,60.0,2021-04-29
2021-0033,1,2021-04-14,17,autopista,,Autopista 25 de mayo y boedo av.,5,-58.41595919,-34.62743346,auto,objeto fijo,conductor,masculino,33.0,2021-04-14
2021-0034,1,2021-04-19,14,avenida,Zavaleta,"Alcorta, amancio av. y zavaleta",4,-58.40184094,-34.64546845,moto,cargas,pasajero_acompañante,femenino,26.0,2021-04-19
2021-0035,1,2021-05-03,9,avenida,Lafuente av.,"Janer, ana maria y lafuente av.",8,-58.44642231,-34.65679806,moto,cargas,conductor,masculino,24.0,2021-05-03
2021-0036,1,2021-05-09,6,gral paz,Mosconi general av.,"Paz, gral. av. y mosconi general av.",11,-58.52340614,-34.59798754,moto,objeto fijo,conductor,masculino,36.0,2021-05-09
2021-0037,1,2021-05-11,7,avenida,"Balbin, ricardo, dr. av.","Monroe y balbin, ricardo, dr. av.",13,-58.46649069,-34.56219075,peaton,pasajeros,peaton,femenino,58.0,2021-05-11
2021-0038,1,2021-05-14,11,avenida,Santa fe av.,"Justo, juan b. av. y santa fe av.",14,-58.42653328,-34.57816791,moto,cargas,conductor,femenino,44.0,2021-05-14
2021-0039,1,2021-05-15,12,avenida,"Alberdi, juan bautista av.","Oliden y alberdi, juan bautista av.",9,-58.50407099,-34.65303372,bicicleta,auto,ciclista,masculino,86.0,2021-06-05
2021-0040,1,2021-05-20,5,gral paz,Del libertador av.,"Paz, gral. av. y del libertador av.",13,-58.46743471,-34.53476874,moto,auto,conductor,masculino,27.0,2021-05-20
2021-0041,1,2021-05-20,8,avenida,Casares av.,Del libertador av. y casares av.,14,-58.40986646,-34.5772806,peaton,pasajeros,peaton,masculino,75.0,2021-05-20
2021-0042,1,2021-05-21,5,avenida,,Rivadavia av. 10900,9,-58.51739138,-34.63931792,peaton,pasajeros,peaton,masculino,39.0,2021-05-21
2021-0043,1,2021-05-22,18,avenida,Pilar,"Alberdi, juan bautista av. y pilar",9,-58.50719962,-34.65556223,peaton,auto,peaton,masculino,50.0,2021-05-22
2021-0044,1,2021-05-25,2,avenida,"Acosta, mariano","Peron, eva av. y acosta, mariano",9,-58.46712311,-34.64600222,moto,objeto fijo,pasajero_acompañante,masculino,21.0,2021-05-25
2021-0045,1,2021-05-26,17,autopista,,Autopista 1 sur presidente arturo frondizi y suarez av.,4,-58.37709334,-34.64035082,moto,multiple,conductor,masculino,22.0,2021-05-26
2021-0046,1,2021-05-31,2,avenida,Guzman av.,Elcano av. y guzman av.,15,-58.46033141,-34.58569883,auto,objeto fijo,pasajero_acompañante,masculino,20.0,2021-05-31
2021-0047,1,2021-06-02,16,avenida,"Rabanal, francisco, intendente av.","Vedia, agustin de y rabanal, francisco, intendente av.",4,-58.42190745,-34.65633192,moto,auto,conductor,masculino,59.0,2021-06-02
2021-0048,1,2021-06-03,9,avenida,Congreso av.,Capdevila y congreso av.,12,-58.49026573,-34.5698141,bicicleta,auto,ciclista,masculino,44.0,2021-06-23
2021-0049,1,2021-06-03,20,avenida,,"Fernandez de la cruz, f., gral. av. 4000",8,-58.45410344,-34.66902702,auto,auto,conductor,masculino,74.0,2021-06-03
2021-0050,1,2021-06-10,13,avenida,,Del libertador av. 5958,13,-58.44751621,-34.55719892,moto,pasajeros,conductor,masculino,56.0,2021-06-10
2021-0051,1,2021-06-15,19,avenida,Erezcano av.,27 de febrero av. y erezcano av.,4,-58.42040352,-34.66005171,peaton,cargas,peaton,masculino,73.0,2021-06-16
2021-0052,1,2021-06-20,5,gral paz,,"Paz, gral. av. 14723",8,-58.49530249,-34.68010798,moto,objeto fijo,pasajero_acompañante,femenino,19.0,2021-06-20
2021-0053,1,2021-06-20,12,avenida,,Corrientes av. 5783,15,-58.44399875,-34.5947736,peaton,bicicleta,peaton,masculino,58.0,2021-06-30
2021-0054,1,2021-06-22,14,calle,Erezcano,Tabare y erezcano,4,-58.42759813,-34.65463857,moto,cargas,conductor,masculino,41.0,2021-06-22
2021-0055,1,2021-06-29,12,avenida,Pueyrredon av.,Corrientes av. y pueyrredon av.,3,-58.40547222,-34.60456293,moto,cargas,pasajero_acompañante,masculino,47.0,2021-06-29
2021-0056,1,2021-07-09,23,avenida,"Moreno, perito av.","Corrales y moreno, perito av.",4,-58.42473018,-34.6500828,bicicleta,auto,ciclista,masculino,60.0,2021-07-09
2021-0057,1,2021-07-10,23,autopista,,Autopista  arturo illia (cabina de peaje),2,-58.39257023,-34.57563957,auto,objeto fijo,conductor,masculino,46.0,2021-07-10
2021-0058,1,2021-07-21,0,gral paz,Vedia,"Paz, gral. av. y vedia",12,-58.48941042,-34.54596153,peaton,auto,peaton,masculino,24.0,2021-07-21
2021-0059,1,2021-07-22,1,avenida,,"Garay, juan de av. 2269",3,-58.3964074,-34.62783085,auto,objeto fijo,pasajero_acompañante,femenino,44.0,2021-07-22
2021-0060,1,2021-07-22,12,avenida,Rivadavia av.,"Salguero, jeronimo y rivadavia av.",5,-58.41971993,-34.6111224,peaton,pasajeros,peaton,femenino,80.0,2021-07-22
2021-0061,1,2021-07-24,9,avenida,"Alcorta, amancio av.","Moreno, perito av. y alcorta, amancio av.",4,-58.40544588,-34.65012801,peaton,cargas,peaton,femenino,55.0,2021-07-24
2021-0062,1,2021-07-27,7,avenida,,La plata av. 2723,4,-58.42003882,-34.64645957,auto,cargas,conductor,masculino,73.0,2021-07-27
2021-0063,1,2021-08-02,4,avenida,,"Alberdi, juan bautista av. 2906",7,-58.46851293,-34.63348678,auto,auto,pasajero_acompañante,femenino,31.0,2021-08-02
2021-0064,1,2021-08-02,20,gral paz,Tonelero,"Paz, gral. av. y tonelero",9,-58.52931141,-34.65422917,peaton,cargas,peaton,masculino,37.0,2021-08-03
2021-0065,1,2021-08-06,8,avenida,La plata av.,San juan av. y la plata av.,6,-58.42675754,-34.6269973,peaton,pasajeros,peaton,femenino,63.0,2021-08-10
2021-0066,1,2021-08-06,20,avenida,"Paz, gral. av.","Lope de vega av. y paz, gral. av.",11,-58.52933723,-34.61098186,peaton,pasajeros,peaton,masculino,59.0,2021-08-09
2021-0067,1,2021-08-08,9,autopista,,Autopista 1 sur presidente arturo frondizi y brasil,1,-58.37910943,-34.62764718,moto,objeto fijo,conductor,masculino,27.0,2021-08-08
2021-0068,1,2021-08-15,6,avenida,,"Beiro, francisco av. 5071",11,-58.52161176,-34.61164474,moto,objeto fijo,conductor,masculino,39.0,2021-08-15
2021-0069,1,2021-08-20,17,avenida,,Santa fe av. 3428,14,-58.41354692,-34.5869768,peaton,auto,peaton,masculino,17.0,2021-08-21
2021-0070,1,2021-08-28,8,avenida,Varela av.,"Chilavert, martiniano, coronel y varela av.",8,-58.43960781,-34.65470804,moto,cargas,conductor,masculino,31.0,2021-08-28
2021-0071,1,2021-08-31,16,calle,,San luis 2730,3,-58.4045461,-34.60003693,peaton,moto,peaton,masculino,88.0,2021-09-01
2021-0072,1,2021-09-01,19,avenida,Paraguay,Callao av. y paraguay,2,-58.39303911,-34.59871111,peaton,auto,peaton,femenino,57.0,2021-09-01
2021-0073,1,2021-09-18,12,avenida,"Agote, luis dr.","Del libertador av. y agote, luis dr.",2,-58.39391034,-34.58405348,bicicleta,auto,ciclista,femenino,76.0,2021-09-18
2021-0074,1,2021-09-20,15,gral paz,"Balbin, ricardo, dr. av.","Paz, gral. av. y balbin, ricardo, dr. av.",12,-58.5007381,-34.5497951,moto,multiple,conductor,masculino,55.0,2021-09-20
2021-0075,1,2021-09-21,14,calle,Brasil,Salta y brasil,1,-58.38281301,-34.62786038,peaton,cargas,peaton,masculino,65.0,2021-09-21
2021-0076,1,2021-10-16,6,avenida,,"Moreno, perito av. 2152",7,-58.43980799,-34.65094083,moto,objeto fijo,conductor,masculino,31.0,2021-10-16
2021-0077,1,2021-10-18,7,avenida,,Directorio av. 1169,6,-58.44402387,-34.62933109,moto,cargas,conductor,femenino,31.0,2021-10-18
2021-0078,1,2021-10-23,6,avenida,La plata av.,Independencia av. y la plata av.,6,-58.42779702,-34.62207347,moto,pasajeros,conductor,masculino,22.0,2021-10-23
2021-0079,1,2021-10-25,3,calle,,Tucuman 3112,3,-58.40944147,-34.60097942,peaton,auto,peaton,masculino,,2021-10-25
2021-0080,1,2021-10-28,16,avenida,9 de julio av.,Arenales y 9 de julio av.,1,-58.38277479,-34.5943016,moto,auto,conductor,masculino,32.0,2021-10-28
2021-0081,1,2021-11-02,13,autopista,,Autopista 1 sur presidente arturo frondizi y brandsen,4,-58.37627355,-34.63800916,moto,cargas,conductor,masculino,26.0,2021-11-02
2021-0082,1,2021-11-06,4,autopista,,Autopista 25 de mayo y pasco,3,-58.39591856,-34.62453459,moto,auto,conductor,masculino,38.0,2021-11-06
2021-0083,1,2021-11-09,0,avenida,Olazabal,Cabildo av. y olazabal,13,-58.45829717,-34.56015762,moto,auto,conductor,masculino,30.0,2021-11-09
2021-0084,1,2021-11-11,3,avenida,Bruix av.,Tapalque y bruix av.,9,-58.49142611,-34.64584795,auto,objeto fijo,conductor,masculino,32.0,2021-11-11
2021-0085,1,2021-11-20,18,gral paz,Ezeiza,"Paz, gral. av. y ezeiza",12,-58.51271409,-34.57786555,moto,objeto fijo,conductor,masculino,49.0,2021-11-20
2021-0086,1,2021-11-25,10,avenida,Puan,Rivadavia av. y puan,6,-58.44864864,-34.62352826,peaton,pasajeros,peaton,masculino,75.0,2021-11-25
2021-0087,1,2021-11-27,11,calle,,Esmeralda 1359,1,-58.37795815,-34.59167894,peaton,bicicleta,peaton,femenino,73.0,2021-11-27
2021-0088,1,2021-12-01,15,calle,3 de febrero,Monroe y 3 de febrero,13,-58.45531707,-34.55555257,moto,auto,conductor,masculino,45.0,2021-12-07
2021-0089,1,2021-12-02,1,avenida,,Gaona av. 3655,11,-58.47633683,-34.62140594,moto,auto,conductor,masculino,41.0,2021-12-11
2021-0090,1,2021-12-10,11,avenida,Lavalle,9 de julio av. y lavalle,1,-58.38188582,-34.60256036,peaton,pasajeros,peaton,masculino,73.0,2022-01-03
2021-0091,1,2021-12-11,23,calle,"Hugo, victor","Baigorria y hugo, victor",10,-58.51989389,-34.62284918,moto,auto,conductor,masculino,24.0,2021-12-11
2021-0092,1,2021-12-12,6,avenida,Pueyrredon av.,Rivadavia av. y pueyrredon av.,3,-58.4059686,-34.61011987,peaton,auto,peaton,femenino,50.0,2021-12-12
2021-0093,1,2021-12-13,17,avenida,Mom,Riestra av. y mom,7,-58.43353773,-34.64561636,moto,auto,pasajero_acompañante,femenino,18.0,2021-12-18
2021-0094,1,2021-12-20,1,autopista,Lacarra av.,"Dellepiane, luis, tte. gral. y lacarra av.",9,-58.46739825,-34.65117757,moto,auto,pasajero_acompañante,femenino,43.0,2021-12-20
2021-0095,1,2021-12-30,0,avenida,Terrada,Gaona av. y terrada,11,-58.47293407,-34.61984745,moto,cargas,conductor,masculino,27.0,2022-01-02
2021-0096,1,2021-12-15,10,avenida,,"Peron, eva av. 4071",9,-58.47066794,-34.65021673,auto,cargas,conductor,masculino,60.0,2021-12-20
2021-0097,1,2021-11-18,6,calle,,Padre carlos mugica 709,1,-58.37976155,-34.58679619,bicicleta,auto,ciclista,masculino,53.0,2021-11-19
